EQ3
PERFORM STRUCTURE SECTION RESULT TIME HISTORIES
Structure = DGB102IE_CP  (DGB102_Inelastic(CP))
Analysis Series = EQ1,2,3  (EQ1,2,3)
Load Case =, [4] = [1] + EQ3
Units =, kN, m
Column 1 =, time (sec)
Column, 2, = section no., 1, name =, B4F                                     
Column, 3, = section no., 2, name =, B3F                                     
Column, 4, = section no., 3, name =, B2F                                     
Column, 5, = section no., 4, name =, B1F                                     
Column, 6, = section no., 5, name =, 1F                                      
Column, 7, = section no., 6, name =, 2F                                      
Column, 8, = section no., 7, name =, PIT                                     
Column, 9, = section no., 8, name =, 3F                                      
Column, 10, = section no., 9, name =, 4F                                      
Column, 11, = section no., 10, name =, 5F                                      
Column, 12, = section no., 11, name =, 6F                                      
Column, 13, = section no., 12, name =, 7F                                      
Column, 14, = section no., 13, name =, 8F                                      
Column, 15, = section no., 14, name =, 9F                                      
Column, 16, = section no., 15, name =, 10F                                     
Column, 17, = section no., 16, name =, 11F                                     
Column, 18, = section no., 17, name =, 12F                                     
Column, 19, = section no., 18, name =, 13F                                     
Column, 20, = section no., 19, name =, 14F                                     
Column, 21, = section no., 20, name =, 15F                                     
Column, 22, = section no., 21, name =, 16F                                     
Column, 23, = section no., 22, name =, 17F                                     
Column, 24, = section no., 23, name =, 18F                                     
Column, 25, = section no., 24, name =, 19F                                     
Column, 26, = section no., 25, name =, 20F                                     
Column, 27, = section no., 26, name =, 21F                                     
Column, 28, = section no., 27, name =, 22F                                     
Column, 29, = section no., 28, name =, 23F                                     
Column, 30, = section no., 29, name =, 24F                                     
Column, 31, = section no., 30, name =, 25F                                     
Column, 32, = section no., 31, name =, 26F                                     
Column, 33, = section no., 32, name =, 27F                                     
Column, 34, = section no., 33, name =, 28F                                     
Column, 35, = section no., 34, name =, 29F                                     
Column, 36, = section no., 35, name =, 30F                                     
Column, 37, = section no., 36, name =, 31F                                     
Column, 38, = section no., 37, name =, 32F                                     
Column, 39, = section no., 38, name =, 33F                                     
Column, 40, = section no., 39, name =, 34F                                     
Column, 41, = section no., 40, name =, 35F                                     
Column, 42, = section no., 41, name =, 36F                                     
Column, 43, = section no., 42, name =, 37F                                     
Column, 44, = section no., 43, name =, 38F                                     
Column, 45, = section no., 44, name =, 39F                                     
Column, 46, = section no., 45, name =, 40F                                     
Column, 47, = section no., 46, name =, 41F                                     
Column, 48, = section no., 47, name =, 42F                                     
Column, 49, = section no., 48, name =, 43F                                     
Column, 50, = section no., 49, name =, 44F                                     
Column, 51, = section no., 50, name =, RF                                      
Column, 52, = section no., 51, name =, PH1F                                    
Column, 53, = section no., 52, name =, PH2F                                    
Column, 54, = section no., 53, name =, PH3F                                    
Column, 55, = section no., 54, name =, PH4F                                    
Maximum, 83570, 84501, 83963, 81537, 78413, 70000, 46885, 47977, 48749, 47863, 46512, 44806, 43581, 42320, 41871, 41195, 40692, 39967, 38484, 36344, 33795, 36165, 39429, 41939, 43448, 43624, 42621, 41748, 40181, 38970, 37013, 35553, 34443, 33156, 32349, 30908, 30076, 28532, 26660, 27399, 28276, 28453, 27659, 26245, 24469, 21934, 18789, 15435, 14132, 12866, 11863, 10127, 7213, 3431
Minimum,-120850,-113500,-102620,-94874,-91526,-90637,-48443,-46660,-44766,-42513,-39456,-36013,-34780,-33371,-31949,-31258,-31529,-31725,-31774,-31452,-31070,-30475,-29589,-28722,-28183,-27639,-27579,-27424,-27148,-26780,-27956,-29559,-31375,-33042,-34760,-35932,-36181,-37002,-36237,-36164,-35503,-33700,-33665,-31690,-29839,-27897,-24114,-20845,-16002,-13155,-11797,-9250.5,-6570.2,-3768.6
