EQ14
PERFORM STRUCTURE SECTION RESULT TIME HISTORIES
Structure = DGB102IE_CP  (DGB102_Inelastic(CP))
Analysis Series = EQ13,14  (EQ13,14)
Load Case =, [3] = [1] + EQ14
Units =, kN, m
Column 1 =, time (sec)
Column, 2, = section no., 1, name =, B4F                                     
Column, 3, = section no., 2, name =, B3F                                     
Column, 4, = section no., 3, name =, B2F                                     
Column, 5, = section no., 4, name =, B1F                                     
Column, 6, = section no., 5, name =, 1F                                      
Column, 7, = section no., 6, name =, 2F                                      
Column, 8, = section no., 7, name =, PIT                                     
Column, 9, = section no., 8, name =, 3F                                      
Column, 10, = section no., 9, name =, 4F                                      
Column, 11, = section no., 10, name =, 5F                                      
Column, 12, = section no., 11, name =, 6F                                      
Column, 13, = section no., 12, name =, 7F                                      
Column, 14, = section no., 13, name =, 8F                                      
Column, 15, = section no., 14, name =, 9F                                      
Column, 16, = section no., 15, name =, 10F                                     
Column, 17, = section no., 16, name =, 11F                                     
Column, 18, = section no., 17, name =, 12F                                     
Column, 19, = section no., 18, name =, 13F                                     
Column, 20, = section no., 19, name =, 14F                                     
Column, 21, = section no., 20, name =, 15F                                     
Column, 22, = section no., 21, name =, 16F                                     
Column, 23, = section no., 22, name =, 17F                                     
Column, 24, = section no., 23, name =, 18F                                     
Column, 25, = section no., 24, name =, 19F                                     
Column, 26, = section no., 25, name =, 20F                                     
Column, 27, = section no., 26, name =, 21F                                     
Column, 28, = section no., 27, name =, 22F                                     
Column, 29, = section no., 28, name =, 23F                                     
Column, 30, = section no., 29, name =, 24F                                     
Column, 31, = section no., 30, name =, 25F                                     
Column, 32, = section no., 31, name =, 26F                                     
Column, 33, = section no., 32, name =, 27F                                     
Column, 34, = section no., 33, name =, 28F                                     
Column, 35, = section no., 34, name =, 29F                                     
Column, 36, = section no., 35, name =, 30F                                     
Column, 37, = section no., 36, name =, 31F                                     
Column, 38, = section no., 37, name =, 32F                                     
Column, 39, = section no., 38, name =, 33F                                     
Column, 40, = section no., 39, name =, 34F                                     
Column, 41, = section no., 40, name =, 35F                                     
Column, 42, = section no., 41, name =, 36F                                     
Column, 43, = section no., 42, name =, 37F                                     
Column, 44, = section no., 43, name =, 38F                                     
Column, 45, = section no., 44, name =, 39F                                     
Column, 46, = section no., 45, name =, 40F                                     
Column, 47, = section no., 46, name =, 41F                                     
Column, 48, = section no., 47, name =, 42F                                     
Column, 49, = section no., 48, name =, 43F                                     
Column, 50, = section no., 49, name =, 44F                                     
Column, 51, = section no., 50, name =, RF                                      
Column, 52, = section no., 51, name =, PH1F                                    
Column, 53, = section no., 52, name =, PH2F                                    
Column, 54, = section no., 53, name =, PH3F                                    
Column, 55, = section no., 54, name =, PH4F                                    
Maximum, 73293, 72818, 72188, 71289, 69845, 64633, 44327, 41550, 40228, 40104, 39327, 37694, 35440, 34821, 34336, 33780, 32862, 31581, 30129, 28599, 26802, 25189, 24575, 23745, 22698, 21482, 20977, 21192, 21186, 21034, 22296, 23720, 24921, 25823, 26527, 27077, 27326, 27337, 27176, 26721, 25969, 24934, 23672, 22177, 20417, 18396, 16532, 13839, 11172, 8153.3, 6936.4, 5272.8, 3301, 1556.4
Minimum,-59598,-58068,-56287,-54095,-51327,-46916,-37321,-36663,-36460,-35856,-34701,-33536,-32392,-31028,-29590,-29315,-29190,-28974,-28581,-28036,-27249,-26224,-24966,-23449,-21719,-19828,-19659,-20269,-20749,-21026,-21121,-21540,-21606,-22396,-23007,-23516,-23727,-23968,-24198,-24466,-24558,-24289,-23633,-22603,-21295,-19585,-17311,-14495,-11607,-8134.5,-7216.1,-5934.9,-4352.2,-2485.8
